band,bit1,bit2,bit3,bit4,bit5,bit6,bit7,bit8,bit9,bit10,bit11,bit12,bit13,bit14,bit15,bit16,bit17,bit18,bit19,bit20,bit21,bit22,bit23,bit24,bit25,bit26,bit27,bit28,bit29,bit30,bit31,bit32
31,0.7398112799887395,0.6818724475353565,0.6944393615017423,0.8221032373440113,0.8643571831966843,0.1456472390097605,0.7886353948069098,0.1415157822981885,0.6510202552024792,0.16417917892952405,0.31243555074429274,0.12655342106005707,0.3523252361176331,0.2595546679319274,0.7512588750848237,0.8901150821591375,0.36851124774225197,0.1699793871549261,0.0763053214838455,0.8780628285991109,0.17698275837078348,0.5985345641780967,0.01815960614704848,0.30870585815148377,0.31473498402310207,0.4909001076567375,0.4501806947878979,0.9142485119285405,0.7671915053797896,0.5617762702851137,0.08172401247980454,0.07646927813440074
32,0.6342504983251901,0.21093425644286923,0.5002963227110658,0.3683840385912933,0.3799507324954007,0.9614190205723946,0.5940819881265106,0.8154371685447117,0.5319939241037684,0.10596769462258337,0.6920435102438317,0.5757382295169277,0.44414729003420417,0.34315993878072093,0.5907485775335235,0.5441184767505327,0.5078153163555329,0.11421257400335083,0.7905605616241642,0.36208286139096735,0.501816225656958,0.4331118526361769,0.8523646723995736,0.13016571867886484,0.866007762108399,0.19242700113094535,0.34167100920959204,0.8325091986069271,0.5077219605034144,0.8438557621693317,0.7648973835787155,0.011734300399636188
33,0.5390980132281259,0.43096797760457173,0.4866220946268506,0.5946473763428076,0.007482750651452874,0.0165741059005734,0.2907097054520503,0.6720056968621267,0.6482457913666638,0.33072703912887524,0.509962740697217,0.6986559955202537,0.9485427020049745,0.663067293692527,0.802012078201739,0.32662777643236407,0.11455092582235171,0.2807948644488595,0.7729335871629368,0.9511783678194742,0.27872402125681095,0.1348767819882255,0.9890025584954413,0.2038107436709442,0.26299908901310864,0.6688816940894349,0.8744694175928516,0.4842199730982937,0.6952005885095014,0.03417729930174518,0.6745885972809683,0.6863845129719431
34,0.40134282906638863,0.6901521852755417,0.4183958845801088,0.5562006906949308,0.10472016775264759,0.29802346209296704,0.7072483173930189,0.6586953620844488,0.9193576009460038,0.9446885823425664,0.23065973660921268,0.18569238002390642,0.42484513433803583,0.8189017637743803,0.5690339916010235,0.7404355459324239,0.8471753861164939,0.7209619268904243,0.1838638697352304,0.631523302838518,0.6591741324585862,0.11723911204197435,0.0840576395926318,0.6589398832951969,0.4654772357737381,0.060676533012062106,0.7722201259540534,0.7273528064302098,0.9711393190544247,0.8395492791127191,0.7823453280541419,0.023399194086942354
35,0.5932998780312418,0.5489919640066143,0.37980880002758965,0.48626509277073815,0.22207531533325842,0.4672145313807101,0.09224906649146603,0.9950374132645209,0.5197717271964569,0.9428972705052899,0.48269795494139833,0.8077595491606355,0.9242032131438841,0.057293974283729066,0.749146327175932,0.789687797756842,0.5802781590363792,0.7166110258549425,0.5760633422509227,0.43983463180100224,0.14177208896926918,0.3991576264614125,0.45721033137806055,0.700447925934975,0.47172746343063365,0.5052397886990202,0.6172638120530672,0.9847684395996791,0.3192229796960744,0.4429577190406627,0.09457233067311521,0.8888076178363263
36,0.7709123374214082,0.6753840247423091,0.9777322724796585,0.05620090498326957,0.20222451780145279,0.26551565303389024,0.32800779969606797,0.3716584570881788,0.16787216132669824,0.8957222342266533,0.6700390763275548,0.7606985810205267,0.08062733201485761,0.40325083706574816,0.40621059319804376,0.12681857871149704,0.3208011599498396,0.2701115672988017,0.0888379404448646,0.06411906731850836,0.753694696118299,0.5967599288105845,0.523940850693346,0.7887813745096001,0.8300975874988645,0.7923181182369167,0.7634239337410013,0.40505433413234504,0.7844601328120593,0.9050225850549614,0.9905174667020624,0.19390383888523854
37,0.8002237756139925,0.44831522456355277,0.7043679429598768,0.7930678782917334,0.2971041104312788,0.12056478727758457,0.3045430088781521,0.7696934058231123,0.7911254036734018,0.468660768795336,0.1780843590988953,0.34386754693634713,0.21489256041707083,0.45605195507077123,0.37449983404040355,0.3492883402220137,0.058353709131471976,0.8948600403396696,0.015219815665240222,0.19038903329953694,0.8436903966188043,0.9045474043905934,0.8397117338659408,0.8767812005842155,0.5111085725479465,0.6880836963663258,0.7645884885168254,0.2819335976637458,0.6914279807022793,0.2512715933403975,0.19696056961342223,0.6854114297574128
38,0.6523677681402066,0.01371831677158497,0.09509117428693425,0.11100127634030266,0.5393427864368624,0.15730890005200726,0.6063441545739036,0.5908620459262796,0.3999770317821586,0.7739984888261147,0.5154232558852826,0.5868151413588393,0.4169025807761916,0.39803813164129576,0.6012716281458754,0.9439862278816927,0.6928225610748676,0.8859076559583262,0.42760483385380155,0.4113178288947499,0.9351600530674267,0.5310389265094221,0.6145280297918921,0.8377526346986948,0.6526001769020477,0.3067619428566025,0.0707064044913639,0.4865756122224765,0.5009764552837712,0.4271371115392876,0.3775837645754343,0.5766167858007966
39,0.9035930066179335,0.35117983863681224,0.6055787568153225,0.833061031938623,0.653350874134368,0.8348895522863592,0.7101621273331044,0.7466281413575465,0.9003333819952591,0.13007386537900922,0.38532372726193276,0.9433159719728559,0.5186331745576883,0.9330722035969364,0.9832482007257347,0.08897314235389209,0.9157800164705004,0.6821702694350499,0.8944894058142906,0.9380551501651941,0.7464504666397107,0.6878334947618949,0.9046933045048398,0.20248792086426692,0.15978628385617766,0.20894389603875618,0.0553168060703616,0.2915169016766732,0.3799530068467559,0.7276237097341848,0.02991284376317227,0.9195151911645207
40,0.8553414419611652,0.08972684917296792,0.8646351346713104,0.996705738514949,0.39040757442425866,0.2673889624416288,0.9500349857769548,0.7518557655037368,0.6907090620768663,0.30056337066361183,0.35965032551706566,0.0728895388337647,0.9245163504949613,0.7904221204930099,0.8799767669619387,0.39033960250878696,0.5556101637451198,0.4092760596896924,0.0270314953115105,0.6433097190625341,0.2604949969496073,0.560871478428109,0.9372641727414899,0.25218843303305327,0.7753729972162268,0.9723559826113497,0.2508165057034968,0.974381596389038,0.7915211589906946,0.8873440868307054,0.47813132587992235,0.8987093458906142
41,0.20718158143635723,0.3722404633855131,0.5870645346810213,0.775989448952418,0.15886725440356197,0.45527448586378017,0.3431783637748923,0.8805502845058666,0.7801273642434536,0.2112386394922241,0.1960908537099112,0.19547066939511037,0.6497988127058043,4.0437230433454374e-05,0.13041281759325374,0.12088354788306688,0.904684132462641,0.7556096993014532,0.6937434356317549,0.863733450107851,0.643346102929168,0.7292662490178276,0.04937916869035053,0.7114237733855776,0.33960603860618344,0.7554154220395014,0.8000200071931346,0.40499173861911975,0.8393809871880916,0.44435853891999666,0.15035074223002776,0.8577340293316512
42,0.870580756697616,0.6956688823028486,0.29475222548455116,0.46292016803820546,0.36712564191136154,0.877048315090942,0.8025478277165927,0.981842803620114,0.14337379360123048,0.023470212960384873,0.30557398620408016,0.3741975215073291,0.007115927939926769,0.3718108817969623,0.09833260491170825,0.8476475288118499,0.9684200276681142,0.7507075239532847,0.509293886565617,0.677025047524462,0.014917277816274166,0.3113490098960475,0.24555085838744284,0.37501212788951743,0.066595723384414,0.0026813471584491433,0.13966596424102462,0.9430270814547013,0.8807246911784293,0.9998895001443043,0.17595492853581807,0.0586639646622269
43,0.0297841635583439,0.5437726569131887,0.47797626577382646,0.6573274684692486,0.48901613104275743,0.6878184686787557,0.10132954826734186,0.10344652038626934,0.2638822137528759,0.2523335820260113,0.3501397175105506,0.5909508672960987,0.1292501556733343,0.7266393724989748,0.705021450473137,0.959047637144813,0.8242760306052711,0.5890486643457657,0.3516813559213927,0.41084629363705505,0.35886937617426173,0.2770444462999765,0.5003098500137421,0.5740345939788704,0.21592589251789462,0.8904552458848548,0.8211260833311584,0.10934541443888945,0.6419468677389122,0.2497428980216,0.5573445449484808,0.45163526531699083
44,0.5517777203154055,0.0010291780763369562,0.13207614701372117,0.347565793623106,0.14419136711197245,0.5592763573579044,0.16492440622402826,0.0018862706802204032,0.08481920472108384,0.7294946245610949,0.7490709700694793,0.9265220858784994,0.5192890249130009,0.4522433494946033,0.0825644262441505,0.001399604570944235,0.27861974515587395,0.3152204137788799,0.9466418500311895,0.935502582411181,0.37230573223265584,0.8453446782463582,0.7984494566153773,0.602959998074801,0.5507228850982926,0.24951169655083638,0.5152410648963555,0.6425766584535963,0.6935700590023314,0.3901651257030264,0.7460665173417502,0.7205023429918355
45,0.37278022518666687,0.21205869885363204,0.026880341128420415,0.5442048383349736,0.29852483287287,0.7663581495593748,0.1746376099779019,0.7475513504308743,0.4756120489796376,0.8954972000798609,0.6592910053681966,0.8329898920957274,0.8311498321163714,0.3446209730395823,0.2852506744220682,0.6610503528134616,0.3346409645732432,0.15999243673962393,0.3080512390310758,0.021521789515955514,0.8330652356684458,0.8751794027222163,0.9952375977887881,0.3312528839014873,0.5053183322946506,0.7252771096575276,0.45377324314788636,0.5572622097705042,0.07328354709051221,0.012226468160319026,0.4672147591289607,0.9458894696997762
46,0.3309186228657667,0.11608844771086568,0.9218203741509107,0.795793905493563,0.0386803339034304,0.7633792636154755,0.17966362892903298,0.16906846166015221,0.8709277894887055,0.38683567933829754,0.46541837190499624,0.4483724662717179,0.3453679181632714,0.9148929685258251,0.7800115580379556,0.86911177211681,0.5169488524075178,0.3409154729065623,0.038029691668511,0.3325678705216163,0.6309570708931784,0.23148529642927518,0.33661904733254056,0.09175563614869542,0.21413848288860937,0.8722577589574801,0.11234074670046634,0.4568278018347657,0.9025324248076545,0.31974847413837726,0.7539568813591684,0.05117118749938343
